Molecule,Molecule name
O=c1c2c(oc(c1)-c3cc(O)c(OC)cc3)cc(O[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@H]4O)O)CO[C@@H]5O[C@H]([C@H](O)[C@H]([C@H]5O)O)C)cc2O,C28H32O15
N1(CCC(=C2c3c(C=Cc4c2cccc4)cccc3)CC1)C,C21H21N
O=[N+]([O-])c1cc(ccc1)C2C(=C(NC(=C2C(=O)OC(C)C)C)C#N)C(=O)OC,C19H19N3O6
O=C(OC(CNC1CCCCC1)C)c2ccccc2,C16H23NO2
Oc1ccc(CC(N)C)cc1,C9H13NO
Oc1cc2c(C[C@H]3N(C)CC[C@]24[C@H]3CCCC4)cc1,C17H23NO
O(c1c(c(OC)cc(c1)CCN)C)C,C11H17NO2
Nc1c(cc(-c2cc(c(N)c(c2)C)C)cc1C)C,C16H20N2
O=c1[nH]c(c(-c2ccncc2)cc1C#N)C,C12H9N3O
O=C(O)CNC(CO)(CO)CO,C6H13NO5
C1#CCC1,C4H4
O=C(OCC)C(O)C,C5H10O3
O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@](C(=O)CC)(C)[C@@H](C[C@H]4[C@@H]3CC2)C)C)(C)C=C1,C24H34O3
O(c1nn(Cc2ccccc2)c3c1cccc3)CCCN(C)C,C19H23N3O
C1=CC2C3C2C=CC1C=C3,C10H10
O=C(OCC(C)C)c1c(C(=O)OCC(C)C)cccc1,C16H22O4
Oc1ccc([C@@H](O)[C@@H](NCCc2ccc(O)cc2)C)cc1,C17H21NO3
N(=C(N)N)CCN1CCCCCCC1,C10H22N4
O=c1n(c([O-])c-2ncnc2n1C)C.OCC[N+](C)(C)C,C12H21N5O3
O=[N+]([O-])c1cc(ccc1)C2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCCN(Cc3ccccc3)C,C26H29N3O6
O=C1OC(=O)CC1,C4H4O3
O=c1n2c(ccc1)[C@H]3CNC[C@@H](C2)C3,C11H14N2O
O=[N+](OC(CO[N+](=O)[O-])C)[O-],C3H6N2O6
O=[N+]([O-])c1c(Nc2ccccc2)cccc1,C12H10N2O2
O=C1C2=CC(=O)CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3C1)CCC4=O)C)C,C19H24O3
N(CCN(C)C)(C)C,C6H16N2
O=c1c(-c2ccc(O)cc2)coc3c1ccc(c3)O,C15H10O4
C(CCCC)(CC)C,C8H18
OCC[C@@]1([C@H](C(=C)C)CC1)C,C10H18O
O(c1c(cccc1C)C)CC(N)C,C11H17NO
O[C@@H]1C[C@@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](CCC(C(C)C)CC)C)CC4)(C)CC3)CC2)(C)CC1,C29H52O
Oc1cc2[nH]c3C(=NCCc3c2cc1)C,C12H12N2O
n1c2c(ncc1)cc3[C@H]4CNC[C@@H](c3c2)C4,C13H13N3
n1c(cccc1)C(c2ccccc2)CCN(C)C,C16H20N2
O=C(OCCCCCCC)C,C9H18O2
O=c1c(O)coc(c1)CO,C6H6O4
OC1C=CC(O)C(C1O)O,C6H10O4
N12c3c(cccc3)Cc4c(C1CN(C)CC2)cccc4,C18H20N2
O=C1[C@@]2(O[C@H]3[C@@H]([C@@H](O)[C@H](NC)[C@@H]([C@@H]3NC)O)O[C@@H]2O[C@@H](C1)C)O,C14H24N2O7
O=C(O)CC(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C,C20H40O2
O=C(O)[C@H]1N(C(=O)[C@@H](N[C@H](C(=O)OCC)CCC)C)[C@H]2CCCC[C@H]2C1,C19H32N2O5
NCC=C,C3H7N
Oc1cc2[nH]c3C(NCCc3c2cc1)C,C12H14N2O
O=C(OCC)C1(c2ccccc2)CCN(CCc3ccc(N)cc3)CC1,C22H28N2O2
O=C(O)[C@@H](N)CCCNC=1N=C2N(C[C@@H](O)[C@H](CC2N1)O)CCCC[C@H](N)C(=O)O,C18H32N6O6
O=C(O)c1c(O)ccc(c1)/N=N/c2ccc(C(=O)NCCC(=O)O)cc2,C17H15N3O6
O=C(O)c1c(O)ccc(c1)/N=N/c2cc(c(O)cc2)C(=O)O,C14H10N2O6
O=C1OCC1,C3H4O2
O(COC)C,C3H8O2
O=C1N(CCc2c(C1)cc(OC)c(c2)OC)CCCN(C[C@@H]3c4c(cc(OC)c(c4)OC)C3)C,C27H36N2O5
O=C1CC2=C([C@@H]3[C@H]([C@H]4[C@]([C@](O)(C#C)CC4)(C)CC3)[C@@H](C2)C)CC1,C21H28O2
[OH-].[N+](C)(C)(C)C,C4H13NO
O=C(OC[C@@H](O)[C@H]1OC[C@@H]([C@H]1O)O)CCCCCCCCCCCCCCCCC,C24H46O6
O=C(N1CCCCC1)c2cc3nccnc3cc2,C14H15N3O
O=C1C=C[C@]23C[C@]4(C)O[C@H]([C@H]2[C@@]1(CCC(=O)Nc5c(O)c(C(=O)O)ccc5O)C)C[C@@H]4C3,C24H27NO7
O(CCO)CC,C4H10O2
O(CCO)C,C3H8O2
O=C1/C(=C/c2ccc(C)cc2)/C3CCC1(C3(C)C)C,C18H22O
O=C1NN=C(c2ccc(NN=C(C#N)C#N)cc2)[C@@H](C1)C,C14H12N6O
O=C(Oc1c(OC(=O)c2ccc(C)cc2)ccc(c1)C(O)CNC(C)(C)C)c3ccc(C)cc3,C28H31NO5
n1c2c(cc3c1cc(N(C)C)cc3)ccc(c2)N(C)C,C17H19N3
O=c1n(n(C)c(c1N)C)-c2ccccc2,C11H13N3O
C1=CCCC=CCCC=CCC1,C12H18
O(CCOC)CCOC,C6H14O3
O=C(O[C@@H]1C[C@H]2N(C)[C@@H](C1)CC2)C(O)c3ccccc3,C16H21NO3
O=C(O)c1ccc(NC(=O)[C@@H](NC(=O)c2ccccc2)Cc3ccc(O)cc3)cc1,C23H20N2O5
O1c2c(c(c(O)c(c2C)C)C)CC[C@]1(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C,C29H50O2
O1[C@@H](n2c3ncnc(c3nc2)N)[C@H](O)C[C@H]1CO,C10H13N5O3
C1=CC2C=CC1C=C2,C8H8
O=C(C=C)C,C4H6O
O(O)O,H2O3
O=C(O)C(N)CCC(=O)[O-].[NH4+],C5H12N2O4
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CCCC4)CC3)CC2)CC1)C)CC,C20H32O
O=C(OCC)/C=C(/C=C/C=C(/C=C/c1c(c(c(OC)cc1C)C)C)\C)\C,C23H30O3
O=C(OC1(C#C)CCCCC1)N,C9H13NO2
O=C(N)C(c1ccccc1)(c2ccccc2)[C@H]3CN(CCc4cc5c(OCC5)cc4)CC3,C28H30N2O2
O=C1C=C2[C@@H]([C@H]3C(=C)C[C@@]4([C@](O)(C#C)CC[C@H]4[C@@H]3CC2)CC)CC1,C22H28O2
Oc1c(cc(O)cc1)C(C)(C)C,C10H14O2
O=[N+]([O-])N1C2N([N+](=O)[O-])C3N(C2N([N+](=O)[O-])C4C1N([N+](=O)[O-])C3N4[N+](=O)[O-])[N+](=O)[O-],C6H6N12O12
O=C1C=C[C@@]2(O[C@H]2[C@@H]([C@H](OC(=O)C[C@H]([C@@H]([C@H]([C@H](C[C@H]1C)CC=O)O[C@@H]3O[C@@H](C[C@@H]([C@H]3O)N(C)C)C)C)O)CC)C)C,C31H51NO9
Oc1c(ccc(c1)C)CCCCC,C12H18O
O=C1C(O)CC2CC[C@@H]3[C@@H]([C@]2(C1)C)CC[C@]4([C@H]3CC[C@]4(O)CC)C,C21H34O3
N(CC)CC,C4H11N
O=C1N([C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@@H](NC(=O)COc3c(cccc3C)C)Cc4ccccc4)C(C)C)CCCN1,C37H48N4O5
O=C(O)[C@@H](N)C[C@@H]1C(=C)C1,C7H11NO2
O=C(OCCCCCOC(=O)CC[N+]1(C(c2c(cc(OC)c(c2)OC)CC1)Cc3cc(OC)c(OC)cc3)C)CC[N+]4(C(c5c(cc(OC)c(c5)OC)CC4)Cc6cc(OC)c(OC)cc6)C,C53H72N2O12
O=C1C=C2C(=C3C=C[C@@]4([C@](O)(C#C)CC[C@H]4[C@@H]3CC2)CC)CC1,C21H24O2
Oc1ccc(C(C2(O)CCCCC2)CN(C)C)cc1,C16H25NO2
O=C(NN)N,CH5N3O
O=[N+]([O-])[O-].[NH3+]CC,C2H8N2O3
O=C(N1[C@H](C#N)CCC1)CNC23CC4(O)CC(C2)CC(C3)C4,C17H25N3O2
O=C1O[C@@H]2C=C(CCC=C(C[C@@H]([C@H]2C1=C)OC(=O)C(=C)[C@@H](O)CO)C)CO,C20H26O7
O=C(OCC)CCCC,C7H14O2
O=C(OCCCC)CCC,C8H16O2
[N+](=Nc1ccccc1)=[N-],C6H5N3
OCCCC,C4H10O
O=C(OC)c1c(C(=O)OC)cccc1,C10H10O4
O=C(O)[C@@H](NC(=O)CC[C@H](N)C(=O)O)C[C@H]1C(=C)C1,C12H18N2O5
O=C(N[C@@H](C(=O)O)Cc1ccccc1)[C@H]2CC[C@H](C(C)C)CC2,C19H27NO3
O=C(O)CC(c1ccccc1)CN,C10H13NO2
OCC(N(CCO)CCO)(CO)CO,C8H19NO5
O=C(OCC)C1OC1(c2ccccc2)C,C12H14O3
O=C(O)/C=C/c1nc(/C(/c2ccc(C)cc2)=C/CN3CCCC3)ccc1,C22H24N2O2
N1[C@H]2[C@H]3[C@@](c4ccccc4C2)(CCCC3)CC1,C16H21N
O=C1C=C2[C@](CC[C@@]3([C@H]2C[C@](C(=O)O)(C)CC3)C)(C)[C@]4([C@H]1[C@@]5([C@H](C([C@@H](OC(=O)CCC(=O)O)CC5)(C)C)CC4)C)C,C34H50O7
C1(=C)C2C(C(C2)CC1)(C)C,C10H16
O=C(OC)C1=CO[C@@H](O)[C@H]2[C@@H]1CC=C2CO,C11H14O5
O=c1n(c(=O)c2n(C)cnc2n1C)CCCC[C@H](O)C,C13H20N4O3
N1CNCC1,C3H8N2
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](C(=O)CO)CC4)(C)CC3)CC2)(C)CC1,C21H30O3
O(c1cc2c(C[C@H]3N(C)CC[C@]24[C@H]3CCCC4)cc1)C,C18H25NO
C(#Cc1ccccc1)c2c3c(c(C#Cc4ccccc4)c5c2cccc5)cc6ccccc6c3,C34H20
O=C([O-])C[C@@H](OC(=O)C)C[N+](C)(C)C,C9H17NO4
O=c1c2c(oc(c1)-c3ccccc3)cc(O)cc2O,C15H10O4
O=C1c2c(cccc2)C(C1C(=O)C(C)(C)C)=O,C14H14O3
O=C(OCCOCC)/C=C/c1ccc(OC)cc1,C14H18O4
O=C(Oc1ccc(NC(=O)C)cc1)c2c(OC(=O)C)cccc2,C17H15NO5
O=C(OC1CC(CC(C1)C)(C)C)c2c(O)cccc2,C16H22O3
O=C1C2CC(C1)CC2,C7H10O
O=C(N)c1ccccc1,C7H7NO
O=C(/N=N/O)N,CH3N3O2
O=NNC(=O)N,CH3N3O2
O=C(O)C1CCCCC1,C7H12O2
O=C(O)c1c(N)cccc1,C7H7NO2
O=C1O[C@@H]2[C@H]([C@]3(O[C@H]([C@@H]2C)CC[C@H](C=CC=CC[C@H](C)[C@@H]([C@@](C([C@@H]([C@H]([C@@H](C([C@H]([C@@H]([C@@H](C=C1)C)O)C)=O)C)O)C)=O)(O)C)O)CC)O[C@@H]([C@H](C)CC3)CC(O)(C)C)C,C46H76O11
O=C(OCc1coc(c1)Cc2ccccc2)C3C(C)(C)[C@@H]3C=C(C)C,C22H26O3
N1C=CC=CC=C1,C6H7N
O=C1OC(C)CO1,C4H6O3
Oc1c(ccc(c1)O)CCCCCC,C12H18O2
O=c1n(c(=O)c2n(CCNC(Cc3ccccc3)C)cnc2n1C)C,C18H23N5O2
O=C(OC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCCCCCC/C=C\C/C=C\CCCCC,C57H98O6
N1C=CCC=C1,C5H7N
N#CC(C#N)=C(C#N)C#N,C6N4
O=C(O)c1ccncc1,C6H5NO2
O=C(N[C@@H]1[C@H](OC(CO)[C@@H]([C@H]1O)O)O)C,C8H15NO6
N#CC1(/N=N/C2(C#N)CCCCC2)CCCCC1,C14H20N4
n1cc(ccc1)C2NCCCC2,C10H14N2
O=c1nc([nH]c2c1ncn2CCC(CO)CO)N,C10H15N5O3
O=C1C(CCC1)Cc2ccc(C(C(=O)O)C)cc2,C15H18O3
O1C(O)[C@H](N)[C@@H](O)[C@H]([C@H]1CO)O,C6H13NO5
O=C/C=C/C,C4H6O
OC/C=C/C,C4H8O
O=CC(=C)C,C4H6O
c1(ccccc1)Cc2ccccc2,C13H12
N=1NC=CC=CC1,C5H6N2
O=C1C([C@H]2[C@]([C@@H]3[C@@]([C@]4([C@@H](C5=CC(CC[C@]5(C(=O)O)CC4)(C)C)CC3)C)(C)CC2)(C)CC1)(C)C,C30H46O3
N([C@H]1c2c(cccc2)CC1)CC#C,C12H13N
[C@@]12([C@]3([C@@H]([C@H]4[C@@](CCC(C4)(C)C)(C)CC3)CC[C@@H]1[C@@]5([C@H](C(CCC5)(C)C)CC2)C)C)C,C30H52
N(N)c1ccccc1,C6H8N2
N1(C2c3c(-c4ccccc4C2)cccc3CC1)C,C17H17N
O1[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C12H16O7
O=C(OC/C=C(/CCC=C(C)C)\C)C,C12H20O2
O1c2c(ccc(c2)OC)[C@@H](c3ccc(OCCN4CCCC4)cc3)[C@@H](C1(C)C)c5ccccc5,C30H35NO3
O=C(O)CC(O)C,C4H8O3
Oc1ccc(N)cc1,C6H7NO
Oc1cc(N)ccc1,C6H7NO
O=C1c2c3c4c(ccc3)CCCn4c2CC[C@@H]1Cn5c(ncc5)C,C20H21N3O
O=C(O)Cc1c([nH]cc1CCC(=O)O)CN,C10H14N2O4
O=C(O)CCc1c2[nH]c(c1C)Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(C2)c(c5C)CCC(=O)O)c(c4CCC(=O)O)C)c(c3CCC(=O)O)C,C36H44N4O8
O=C(Oc1c(c(c(OCC(O)CNC(C)C)cc1C)C)C)C,C17H27NO4
O=C(O[C@@H]1C[C@H]2[N+](C)(C)[C@@H](C1)[C@H]3[C@@H]2O3)[C@@H](c4ccccc4)CO,C18H24NO4
O=C(O)[C@]12[C@@H]([C@@H]3[C@@]([C@]4([C@@H]([C@@]5([C@H](C([C@@H](O)CC5)(C)C)CC4)C)CC3)C)(C)CC1)[C@H](C(=C)C)CC2,C30H48O3
O=[N+]([O-])c1c(NC(CC)CC)c([N+](=O)[O-])cc(c1C)C,C13H19N3O4
O(c1cc2c(CC3N(C)CCC24C3CCCC4)cc1)C,C18H25NO
O(c1ccccc1)CCO,C8H10O2
O[C@H]1C[C@H]2[C@]([C@@H]3[C@H]([C@H]4[C@](C=CC4)(C)CC3)CC2)(C)CC1,C19H30O
O=C(NCCCC(=O)O)c1cnccc1,C10H12N2O3
Nc1cc2c(cccc2)cc1,C10H9N
O=C1N(N(c2ccccc2)C(C1CCCC)=O)c3ccc(O)cc3.O,C19H22N2O4
O=C(N1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCN=C(N)N)Cc3ccccc3)CCC2)CO)Cc4ccccc4)CCC1)[C@H]5N(C(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CCCN=C(N)N)CCC5,C56H85N17O12
O=C(N(CC)CC)[C@@H]1C=C2c3c4c([nH]cc4C[C@H]2N(C1)CC)ccc3,C21H27N3O
Nc1ccc(-c2ccccc2)cc1,C12H11N
O=CC[C@H](N)[C@H](O)[C@@H](O)C,C6H13NO3
O1C(O)C[C@](OC)(C)[C@H]([C@@H]1C)O,C8H16O4
[C@]12([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](CCCC(C)C)C)CC4)(C)CC3)CCC1CCCC2)C,C27H48
O=C1[C@@]2([C@H](c3c(c4c(cc(O)cc4)cc3)CC2)CC1)C,C18H18O2
O(c1c(O)c(OC)ccc1)C,C8H10O3
Oc1ccc(/C=C/CO)cc1,C9H10O2
O(c1c(O)c(OC)cc(c1)/C=C/CO)C,C11H14O4
O=C(CCc1cc2c(cc(OC)cc2)cc1)C,C15H16O2
O=C1C2=C([C@@]3(O[C@@H]4C[C@H](C)CN[C@H]4[C@H]3C)CC[C@H]2[C@H]5[C@H]1[C@@]6(C(=CC5)C[C@@H](O)CC6)C)C,C27H39NO3
O1CCN(CCOc2c3O[C@H]4[C@@H](O)C=C[C@@H]5[C@]64c3c(C[C@H]5N(C)CC6)cc2)CC1,C23H30N2O4
Nc1c2c(ccc1)cccc2,C10H9N
N(CC(CC1c2c(cccc2)CCc3c1cccc3)C)(C)C,C21H27N
N(CCCC1c2c(C=Cc3c1cccc3)cccc2)C,C19H21N
n1(c2c(cccc2)c3c1CCCCCC3)CCCN(C)C,C19H28N2
OCCN1CCN(CCCN2c3c(C=Cc4c2cccc4)cccc3)CC1,C23H29N3O
O=C(O[C@H]1[C@]2([C@@](O)([C@@H]3CC=C4[C@@]([C@H]3C1)(CC[C@@H](C4)O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O)[C@@H]([C@H]7O)OC)C)[C@H](C6)OC)C)[C@H](C5)OC)C)C)CC[C@@H]2C(=O)C)C)/C(=C/C)/C,C47H74O15
N1c2c(C=Cc3c1cccc3)cccc2,C14H11N
O(c1c(OC)cc(NCc2c(c3c(nc(N)nc3cc2)N)C)cc1OC)C,C19H23N5O3
OCCNCCN,C4H12N2O
N#CC#CC#N,C4N2
O=C(N[C@H](C(=O)N[C@H](C=O)CCCNC(=N)N)CC(C)C)[C@@H](NC(=O)C)CC(C)C,C20H38N6O4
O=C(OC(C[N+](C)(C)C)CC(=O)[O-])CCCCCCCCCCCCCCC,C23H45NO4
O=C(c1ccccc1)CCCC,C11H14O
O=C(N[C@H](C(=O)O)C)[C@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC)CCCN=C(N)N)C(C)C)Cc2ccc(O)cc2)C(C)C)Cc3[nH]cnc3)CCC1,C42H65N13O10
O=C(O)CCC/C=C/C[C@@H]1[C@@H](/C=C/[C@@](O)(CCCCC)C)[C@H](O)C[C@@H]1O,C21H36O5
O=C1[C@@H]([C@@H](/C=C/[C@@H](O)COc2ccccc2)[C@@H](C1)O)CC=C=CCCC(=O)OC,C23H28O6
O1[C@@H](Oc2c(cccc2)CO)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C13H18O7
O=[N+]([O-])c1c([N+](=O)[O-])cc2=NC(=O)C(N=c2c1)=O,C8H2N4O6
O1[C@H](O)C[C@H](O)[C@@H](C1CO)O,C6H12O5
O=C(N(CC)CC)[C@@H]1C=C2c3c4c(n(C)cc4C[C@H]2N(C1)C)ccc3,C21H27N3O
[C@]12([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](CCC)C)CC4)(C)CC3)CCC1CCCC2)C,C24H42
[C@]12([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](CCC)C)CC4)(C)CC3)CC[C@@H]1CCCC2)C,C24H42
O=C1OC[C@H](C1)[C@@H]2[C@@]3([C@@H]([C@H]4[C@@H]([C@@]5(C(CCCC5)CC4)C)CC3)CC2)C,C23H36O2
O=C1OCC(C1)C2C3(C(C4C(C5(C(CCCC5)CC4)C)CC3)CC2)C,C23H36O2
O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,C22H36O2
O=c1oc2c(cccc2)c(c1C(c3ccccc3)CC)O,C18H16O3
O=C1c2c(cccc2)C(C1c3ccccc3)=O,C15H10O2
O=[N+]([O-])c1ccc(C(c2c(=O)oc3ccccc3c2O)CC(=O)C)cc1,C19H15NO6
O=c1oc2c(cccc2)c(c1Cc3c(=O)oc4ccccc4c3O)O,C19H12O6
O=C1OC(CC)(C)C(N1C)=O,C7H11NO3
O=C1N(C(=O)CC1c2ccccc2)C,C11H11NO2
O=C(NC(=O)Cc1ccccc1)N,C9H10N2O2
O=[N+]([O-])c1cc(ccc1)C2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OC(CN(CCC(c3ccccc3)c4ccccc4)C)(C)C,C36H41N3O6
O=C(OC(C)C)C1=C(NC(C)=C(C1c2c3nonc3ccc2)C(=O)OC)C,C19H21N3O5
N(C(CC1CCCC1)C)C,C9H19N
O=C1O[C@@H]([C@@](O)([C@H]2O[C@@H](N[C@H]([C@@H]2C)[C@H](C)C[C@]([C@@H]([C@H]([C@@H]([C@H]1C)O[C@@H]3O[C@H]([C@H](O)[C@@](C3)(OC)C)C)C)O[C@@H]4O[C@@H](C[C@@H]([C@H]4O)N(C)C)C)(O)C)COCCOC)C)CC,C42H78N2O14
O1C(=CCC(C1O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@@](O)(C)[C@@H]([C@H]3O)NC)[C@H](NCC)C[C@@H]2N)N)CN,C21H41N5O7
O=C1N(C(=O)C(C2=CCCCC2)(C)C(N1)=O)C,C12H16N2O3
O(C1CCN(C)CC1)C(c2ccccc2)c3ccccc3,C19H23NO
n1c2C(c3c(cccc3)CCc2ccc1)=C4CCN(C)CC4,C20H22N2
O=c1c2c(occ1)cccc2,C9H6O2
O=C1C(O)(C=CC(OC(=O)C)C23C(=O)NC(C2C(C)C(C(C3C=CCC1C)O)=C)Cc4ccccc4)C,C30H37NO6
O=C1[C@](O)(C=C[C@@H](OC(=O)C)[C@@]23C(=O)N[C@H]([C@@H]2[C@H](C)C([C@H]([C@@H]3C=CC[C@@H]1C)O)=C)Cc4ccccc4)C,C30H37NO6
O=C(NCCN(CC)CC)c1ccc(NC(=O)C)cc1,C15H23N3O2
O=c1nc2[nH]c(=O)[nH]c2c([nH]1)N,C5H5N5O2
O=C1OC2(c3c(Oc4c2ccc(c4)O)cc(O)cc3)c5c1ccc(c5)C(=O)O,C21H12O7
O=C1OC2(c3c(Oc4c2cc(CN(CC(=O)O)CC(=O)O)c(c4)O)cc(O)c(c3)CN(CC(=O)O)CC(=O)O)c5c1cccc5,C30H26N2O13
O(c1ccc(-c2nc3ccc(cc3[nH]2)-c4nc5ccc(cc5[nH]4)N6CCN(C)CC6)cc1)CC,C27H28N6O
O=C(O[C@H]1[C@H](C(C)C)CC[C@H](C1)C)CC(C)C,C15H28O2
OC/C=C/c1ccccc1,C9H10O
Oc1cc(c(C)cc1)C,C8H10O
OCCCO,C3H8O2
O=C1Nc2c(c(OCC(O)CNC(C)(C)C)ccc2)CC1,C16H24N2O3
O=C1c2c(c(OC[C@@H](O)CNC(C)(C)C)ccc2)CCC1,C17H25NO3
O=C(NCC)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,C25H37NO4
O(c1c(cccc1)C)CC(O)CO,C10H14O3
O=C(c1ccc(C)cc1)C(CN2CCCCC2)C,C16H23NO
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@H](O)CC4)(C)CC3)CC2)(C)CC1,C19H28O2
O=C(O)C#Cc1ccccc1,C9H6O2
O=C(NCCN(CC)CC)c1c2c(nc(c1)OCCCC)cccc2,C20H29N3O2
O=C(OCCC)Cc1cc(OC)c(OCC(=O)N(CC)CC)cc1,C18H27NO5
O=C(O)C1CCNCC1,C6H11NO2
O=C(OC1(c2ccccc2)CCN(CCC(O)c3ccccc3)CC1)CC,C23H29NO3
[o+]1c(c(O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO)cc3c1cc(O)cc3O[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@H]4O)O)CO)-c5cc(OC)c(O)c(c5)OC,C29H35O17
O=C1c2c(cccc2)C(C1c3ccc(OC)cc3)=O,C16H12O3
o1nc2C[C@@]3([C@@H]4[C@H]([C@H]5[C@]([C@](O)(C)CC5)(C)CC4)CC[C@H]3Cc2n1)C,C20H30N2O2
O=C([O-])[C@@H]1O[C@@H](O)[C@H](O)[C@H]([C@@H]1O)O,C6H9O7
OC1(C(C)C)CC=C(C)CC1,C10H18O
O=C(OCCCCCC)/N=C(/N)\c1ccc(NCc2nc3cc(C(=O)N(c4ncccc4)CCC(=O)OCC)ccc3n2C)cc1,C34H41N7O5
On1nnc2c1cccc2,C6H5N3O
O=C(O)[C@@H](N)CCC(=O)N[C@H](C(=O)NCC(=O)O)CC,C11H19N3O6
O[C@H]1[C@H]2N(CCC1)C[C@H]([C@H]2O)O,C8H15NO3
O=C1C=CC(=NC(=O)C)C=C1,C8H7NO2
O=C(O)c1c2c(nc(c1)-c3nc4c(cccc4)c(c3)C(=O)O)cccc2,C20H12N2O4
O=C(NCCCCNCCCN)C(O)NC(=O)CCCCCCNC(=N)N,C17H37N7O3
O=c1c(nn(CC)c2c1cc3OCOc3c2)C(=O)O,C12H10N2O5
OCC#C,C3H4O
N([C@@H](c1ccccc1)Cc2ccccc2)(C)C,C16H19N
c12c(cc3cc4cc5ccccc5cc4cc3c1)cc6cc7ccccc7cc6c2,C30H18
O1c2c(ccc(c2)C(CCC)(C)C)[C@@H]3CC(C)=CC[C@H]3C1(C)C,C22H32O
O=C(OCCN(CC)CC)C(Cc1c2c(ccc1)cccc2)CC3OCCC3,C24H33NO3
O=C(OC)CCCC,C6H12O2
O=C(OCC)CN(C(=N)N)C,C6H13N3O2
O=C(OC)CN(C(=N)N)C,C5H11N3O2
O=C(O)/C=C/CC(=O)O,C5H6O4
O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(C(=O)CCCCCCC/C=C\CCCCCCCC)cc(O)cc4CC3)CC2)CC1)C,C36H54O3
O=C(O)C(NC(=O)C)CC(=O)O,C6H9NO5
O=C(O)[C@H]([C@H](OC)[C@@H]([C@H]1O[C@]2(O[C@@]([C@@H]3O[C@@]([C@@H]4O[C@@H]([C@H]5O[C@](O)([C@H](C)C[C@@H]5C)CO)C[C@@H]4C)(CC)CC3)(C)CC2)C[C@@H]([C@H]1C)O)C)C,C36H62O11
O=C(O)Cc1ccc(-c2ccccc2)cc1,C14H12O2
O=C(N[C@H](C(=O)O)CCCN=C(N)N)[C@H]1N(C(=O)CNC(=O)[C@H]2N(C(=O)[C@@H](N)C)CCC2)CCC1,C21H36N8O6
C1(=C2C=CC=C2)C=CC=C1,C10H8
O=C1O[C@@H]([C@H](NC(=O)[C@H](N(C(=O)[C@H]2N(C(=O)C(=O)C)CCC2)C)CC(C)C)C(=O)N[C@@H]([C@@H](O)CC(=O)O[C@@H](C(C)C)C([C@@H](C(N[C@H](C(N3[C@H](C(N([C@H]1Cc4ccc(OC)cc4)C)=O)CCC3)=O)CC(C)C)=O)C)=O)[C@H](CC)C)C,C57H87N7O15
O=[N+]([O-])CC,C2H5NO2
O=c1nc(N)ccn1[C@H]2O[C@@H](CO)OC2,C8H11N3O4
C(#Cc1ccccc1)c2ccccc2,C14H10
O=C(OC)C#CC(=O)OC,C6H6O4
O=c1c(O)cn(CC(N)C(=O)O)cc1,C8H10N2O4
O=C(O[C@@H]1C2CCN(C1)CC2)N3[C@H](c4c(cccc4)CC3)c5ccccc5,C23H26N2O2
O=C(O[C@@H]1C[C@H]2[N+]3(CCCC3)[C@@H](C1)CC2)C(O)(c4ccccc4)c5ccccc5,C25H30NO3
O=C1[C@@H]([C@@H](/C=C/[C@@H](O)CCCCC)[C@@H](C1)O)CCCCCCC(=O)O,C20H34O5
